yyyymm;Index;D12;E12;b/m;tbl;AAA;BAA;lty;ntis;Rfree;infl;ltr;corpr;svar;csp;CRSP_SPvw;CRSP_SPvwx
194808;15,97;0,8633;2,0000;0,8205382202;0,0106;0,0284;0,0344;0,0242;0,0197973364;0,0008829434;0,0040956000;0,0001;0,0055;0,0011570200;0,0028878628;0,0155;0,0081
194809;15,49;0,8700;2,0700;0,8362310712;0,0109;0,0284;0,0345;0,0242;0,0196880984;0,0009079210;0,0000000000;0,0014;0,0024;0,0022888529;0,0030531024;-0,0270;-0,0311
194810;16,54;0,8900;2,1433;0,7919056724;0,0112;0,0284;0,0350;0,0243;0,0186907879;0,0009328980;-0,0040956000;0,0007;0,0024;0,0007869080;0,0021893158;0,0700;0,0669
194811;14,75;0,9100;2,2167;0,8709112150;0,0114;0,0284;0,0353;0,0239;0,0185842433;0,0009495490;-0,0068634000;0,0076;0,0085;0,0059979591;0,0023768242;-0,0983;-0,1099
194812;15,20;0,9300;2,2900;0,8409475465;0,0116;0,0279;0,0353;0,0237;0,0150263121;0,0009661997;-0,0069109000;0,0056;0,0131;0,0009138586;0,0016330103;0,0360;0,0297
194901;15,22;0,9467;2,3200;0,8324028584;0,0117;0,0271;0,0346;0,0233;0,0133050300;0,0009745250;-0,0013879000;0,0082;0,0038;0,0012892398;0,0017767354;0,0027;0,0014
194902;14,62;0,9633;2,3500;0,8615509072;0,0117;0,0271;0,0345;0,0231;0,0172114241;0,0009745250;-0,0111733000;0,0049;0,0038;0,0013330561;0,0021699988;-0,0316;-0,0415
194903;15,06;0,9800;2,3800;0,9017504235;0,0117;0,0270;0,0347;0,0227;0,0147718341;0,0009745250;0,0028051000;0,0074;0,0007;0,0010538291;0,0027170669;0,0340;0,0293
194904;14,74;0,9933;2,3867;0,9174997127;0,0117;0,0270;0,0345;0,0227;0,0142554423;0,0009745250;0,0013996000;0,0011;0,0023;0,0005220801;0,0036580641;-0,0187;-0,0217
194905;14,19;1,0067;2,3933;0,9485626039;0,0117;0,0271;0,0345;0,0227;0,0158679063;0,0009745250;-0,0013996000;0,0019;0,0038;0,0009527421;0,0034218573;-0,0294;-0,0378
194906;14,16;1,0200;2,4000;0,9538884243;0,0117;0,0271;0,0347;0,0217;0,0151913300;0,0009745250;0,0013996000;0,0167;0,0084;0,0015985420;0,0040919143;0,0017;-0,0033
194907;15,04;1,0267;2,3967;0,9077989995;0,0102;0,0267;0,0346;0,0216;0,0180420595;0,0008496390;-0,0070176000;0,0033;0,0099;0,0006275723;0,0036228094;0,0627;0,0617
194908;15,22;1,0333;2,3933;0,8938766372;0,0104;0,0262;0,0340;0,0210;0,0179695669;0,0008662913;0,0028129000;0,0111;0,0037;0,0010272141;0,0037216875;0,0218;0,0117
194909;15,58;1,0400;2,3900;0,8750205468;0,0107;0,0260;0,0337;0,0212;0,0218940470;0,0008912694;0,0042046000;-0,0011;0,0021;0,0014313472;0,0026298133;0,0274;0,0243
194910;16,04;1,0733;2,3667;0,8425662129;0,0105;0,0261;0,0336;0,0212;0,0213800792;0,0008746174;-0,0056101000;0,0019;0,0067;0,0006110024;0,0029968918;0,0280;0,0267
194911;16,06;1,1067;2,3433;0,8337248760;0,0108;0,0260;0,0335;0,0212;0,0227176500;0,0008995952;0,0014055000;0,0021;0,0021;0,0009380658;0,0040043923;0,0207;0,0004
194912;16,76;1,1400;2,3200;0,7964292839;0,0110;0,0258;0,0331;0,0209;0,0264993791;0,0009162468;-0,0056338000;0,0052;-0,0145;0,0004437796;0,0042520180;0,0510;0,0460
195001;17,05;1,1500;2,3367;0,7914168195;0,0107;0,0257;0,0324;0,0215;0,0274609858;0,0008912694;-0,0042463000;-0,0061;0,0037;0,0009317335;0,0044582231;0,0197;0,0182
195002;17,22;1,1600;2,3533;0,7849980338;0,0112;0,0258;0,0324;0,0214;0,0258990252;0,0009328980;-0,0028409000;0,0021;0,0007;0,0004466058;0,0042464942;0,0196;0,0100
195003;17,29;1,1700;2,3700;0,8255277845;0,0112;0,0258;0,0324;0,0215;0,0295888023;0,0009328980;0,0042583000;0,0008;0,0022;0,0005652265;0,0045526400;0,0082;0,0035
195004;18,07;1,1800;2,4267;0,7964974714;0,0115;0,0260;0,0323;0,0214;0,0276521447;0,0009578744;0,0014154000;0,0030;-0,0008;0,0007022002;0,0040222115;0,0459;0,0445
195005;18,78;1,1900;2,4833;0,7613463432;0,0116;0,0261;0,0325;0,0213;0,0297389732;0,0009661997;0,0042343000;0,0033;-0,0008;0,0006487979;0,0038032122;0,0469;0,0376
195006;17,69;1,2000;2,5400;0,8134474678;0,0115;0,0262;0,0328;0,0216;0,0317054399;0,0009578744;0,0056180000;-0,0025;0,0023;0,0057203212;0,0041153743;-0,0542;-0,0579
195007;17,84;1,2433;2,6000;0,8123209169;0,0116;0,0265;0,0332;0,0214;0,0313152878;0,0009661997;0,0097562000;0,0055;0,0069;0,0032532181;0,0043203314;0,0170;0,0159
195008;18,42;1,2867;2,6600;0,7843408494;0,0120;0,0261;0,0323;0,0214;0,0306573291;0,0009995003;0,0082873000;0,0014;0,0038;0,0011064683;0,0044526781;0,0481;0,0315
195009;19,45;1,3300;2,7200;0,7514578547;0,0130;0,0264;0,0321;0,0220;0,0270593566;0,0010827470;0,0068540000;-0,0072;-0,0039;0,0012250579;0,0040318334;0,0595;0,0565
195010;19,53;1,3767;2,7600;0,7559664015;0,0131;0,0267;0,0322;0,0225;0,0280267738;0,0010910712;0,0054496000;-0,0048;-0,0008;0,0016938091;0,0039751910;0,0051;0,0034
195011;19,51;1,4233;2,8000;0,7473637961;0,0136;0,0267;0,0322;0,0224;0,0261892623;0,0011326916;0,0040678000;0,0035;0,0054;0,0024430470;0,0048867653;0,0224;-0,0001
195012;20,41;1,4700;2,8400;0,7225384419;0,0134;0,0267;0,0320;0,0224;0,0318666022;0,0011160437;0,0134411000;0,0016;0,0023;0,0023843547;0,0056625153;0,0554;0,0510
195101;21,66;1,4867;2,8367;0,6835992445;0,0134;0,0266;0,0317;0,0221;0,0297435900;0,0011160437;0,0158944000;0,0058;0,0019;0,0016693622;0,0056360733;0,0651;0,0633
195102;21,80;1,5033;2,8333;0,6748660980;0,0136;0,0266;0,0316;0,0228;0,0308578802;0,0011326916;0,0117572000;-0,0074;-0,0044;0,0006188358;0,0055102499;0,0145;0,0042
195103;21,40;1,5200;2,8300;0,7813946002;0,0140;0,0278;0,0323;0,0241;0,0324946118;0,0011659866;0,0038885000;-0,0157;-0,0237;0,0011369277;0,0057490293;-0,0175;-0,0197
195104;22,43;1,5333;2,7933;0,7494307876;0,0147;0,0287;0,0335;0,0248;0,0319164303;0,0012242503;0,0012928000;-0,0063;-0,0009;0,0007797598;0,0044062337;0,0491;0,0479
195105;21,52;1,5467;2,7567;0,7778890447;0,0155;0,0289;0,0340;0,0254;0,0305645441;0,0012908332;0,0038685000;-0,0069;-0,0015;0,0013697265;0,0039686672;-0,0300;-0,0409
195106;20,96;1,5600;2,7200;0,8003626772;0,0145;0,0294;0,0349;0,0259;0,0360789432;0,0012076039;-0,0012878000;-0,0062;-0,0093;0,0010695118;0,0040645158;-0,0258;-0,0282
195107;22,40;1,5467;2,6500;0,7531218491;0,0156;0,0294;0,0353;0,0252;0,0324500831;0,0012991557;0,0012878000;0,0138;0,0205;0,0013556897;0,0037154163;0,0709;0,0700
195108;23,28;1,5333;2,5800;0,7185938945;0,0162;0,0288;0,0350;0,0246;0,0302274324;0,0013490896;0,0000000000;0,0099;0,0114;0,0005562184;0,0039216119;0,0502;0,0384
195109;23,26;1,5200;2,5100;0,7161823278;0,0163;0,0284;0,0346;0,0253;0,0286331951;0,0013574116;0,0064144000;-0,0080;-0,0057;0,0002531595;0,0039337103;0,0029;0,0012
195110;22,94;1,4833;2,4867;0,7402325138;0,0154;0,0289;0,0350;0,0254;0,0289517083;0,0012825106;0,0051021000;0,0010;-0,0145;0,0014803208;0,0038418979;-0,0133;-0,0151
195111;22,88;1,4467;2,4633;0,7432923795;0,0156;0,0296;0,0356;0,0264;0,0314494096;0,0012991557;0,0050762000;-0,0136;-0,0061;0,0010149435;0,0040174210;0,0114;-0,0026
195112;23,77;1,4100;2,4400;0,7213163466;0,0173;0,0301;0,0361;0,0269;0,0359930302;0,0014406285;0,0037903000;-0,0061;0,0058;0,0003837392;0,0041468933;0,0418;0,0385
195201;24,14;1,4133;2,4267;0,7174258377;0,0157;0,0298;0,0359;0,0268;0,0350510231;0,0013074782;0,0000000000;0,0028;0,0199;0,0005085142;0,0035154761;0,0178;0,0163
195202;23,26;1,4167;2,4133;0,7466933251;0,0154;0,0293;0,0353;0,0269;0,0346316631;0,0012825106;-0,0063251000;0,0014;-0,0085;0,0009123250;0,0036388713;-0,0252;-0,0357
195203;24,37;1,4200;2,4000;0,7518741186;0,0159;0,0296;0,0351;0,0263;0,0319456083;0,0013241230;0,0000000000;0,0111;0,0076;0,0006710493;0,0033227299;0,0528;0,0507
195204;23,32;1,4300;2,3800;0,7863990995;0,0157;0,0293;0,0350;0,0254;0,0330435618;0,0013074782;0,0037999000;0,0171;-0,0004;0,0007196818;0,0038390162;-0,0414;-0,0433
195205;23,86;1,4400;2,3600;0,7705179889;0,0167;0,0293;0,0349;0,0257;0,0319465873;0,0013906992;0,0012634000;-0,0033;0,0031;0,0004986054;0,0045110250;0,0337;0,0233
195206;24,96;1,4500;2,3400;0,7387150879;0,0170;0,0294;0,0350;0,0259;0,0276712356;0,0014156641;0,0025221000;0,0003;0,0016;0,0003213072;0,0044307208;0,0478;0,0458
195207;25,40;1,4500;2,3467;0,7247102590;0,0181;0,0295;0,0350;0,0261;0,0277837319;0,0015071969;0,0075283000;-0,0020;0,0016;0,0003431815;0,0041125604;0,0191;0,0177
195208;25,03;1,4500;2,3533;0,7366201280;0,0183;0,0294;0,0351;0,0267;0,0279164390;0,0015238384;0,0012492000;-0,0070;0,0063;0,0002686627;0,0037615770;-0,0057;-0,0150
195209;24,54;1,4500;2,3600;0,7486789106;0,0171;0,0295;0,0352;0,0277;0,0309430537;0,0014239857;-0,0012492000;-0,0130;-0,0018;0,0004245691;0,0035043688;-0,0181;-0,0201
195210;24,52;1,4367;2,3733;0,7525164358;0,0174;0,0301;0,0354;0,0269;0,0298528362;0,0014489498;0,0012492000;0,0148;0,0039;0,0010000694;0,0035754811;0,0003;-0,0012
195211;25,66;1,4233;2,3867;0,7142353522;0,0185;0,0298;0,0353;0,0272;0,0265199078;0,0015404795;0,0000000000;-0,0015;0,0108;0,0004427249;0,0035423516;0,0614;0,0482
195212;26,57;1,4100;2,4000;0,6940733128;0,0209;0,0297;0,0351;0,0279;0,0264257239;0,0017401517;-0,0012492000;-0,0086;-0,0091;0,0002723021;0,0034459187;0,0382;0,0357
195301;26,38;1,4100;2,4100;0,6991752079;0,0196;0,0302;0,0351;0,0279;0,0258029346;0,0016320009;-0,0025031000;0,0012;-0,0080;0,0004157590;0,0033213634;-0,0062;-0,0068
195302;25,90;1,4100;2,4200;0,7127027122;0,0197;0,0307;0,0353;0,0287;0,0263677408;0,0016403206;-0,0050251000;-0,0087;-0,0040;0,0004960077;0,0031140907;-0,0075;-0,0178
195303;25,29;1,4100;2,4300;0,7624968735;0,0201;0,0312;0,0357;0,0294;0,0237857183;0,0016735988;0,0025157000;-0,0088;-0,0033;0,0006809486;0,0028973121;-0,0223;-0,0244
195304;24,62;1,4133;2,4567;0,7767060965;0,0219;0,0323;0,0365;0,0303;0,0260388737;0,0018233367;0,0012555000;-0,0105;-0,0248;0,0012425838;0,0033969102;-0,0253;-0,0268
195305;24,54;1,4167;2,4833;0,7837520200;0,0216;0,0334;0,0378;0,0314;0,0270245980;0,0017983819;0,0025063000;-0,0148;-0,0030;0,0005460485;0,0028534772;0,0074;-0,0027
195306;24,14;1,4200;2,5100;0,7954969060;0,0211;0,0340;0,0386;0,0301;0,0272284812;0,0017567893;0,0037477000;0,0223;0,0109;0,0010452646;0,0028537844;-0,0143;-0,0163
195307;24,75;1,4200;2,5233;0,7749291888;0,0204;0,0328;0,0386;0,0301;0,0258829970;0,0016985566;0,0024907000;0,0039;0,0177;0,0005643763;0,0025605978;0,0262;0,0248
195308;23,32;1,4200;2,5367;0,8169359161;0,0204;0,0324;0,0385;0,0303;0,0277521754;0,0016985566;0,0024845000;-0,0008;-0,0085;0,0006519232;0,0024851686;-0,0500;-0,0600
195309;23,35;1,4200;2,5500;0,8082108771;0,0179;0,0329;0,0388;0,0284;0,0255402355;0,0014905552;0,0012399000;0,0299;0,0253;0,0010724405;0,0026094226;0,0022;0,0001
195310;24,54;1,4300;2,5367;0,7737210398;0,0138;0,0316;0,0382;0,0281;0,0243385125;0,0011493393;0,0024752000;0,0074;0,0227;0,0005715305;0,0026167199;0,0509;0,0497
195311;24,76;1,4400;2,5233;0,7584319579;0,0144;0,0311;0,0375;0,0286;0,0254386689;0,0011992806;-0,0037152000;-0,0049;-0,0073;0,0004475982;0,0028678282;0,0238;0,0099
195312;24,81;1,4500;2,5100;0,7597009612;0,0160;0,0313;0,0374;0,0274;0,0245522600;0,0013324452;-0,0012415000;0,0206;0,0172;0,0004045968;0,0027933096;0,0018;-0,0011
195401;26,08;1,4567;2,5233;0,7298471220;0,0118;0,0306;0,0371;0,0291;0,0232115355;0,0009828502;0,0024814000;0,0089;0,0124;0,0004818778;0,0025728274;0,0534;0,0525
195402;26,15;1,4633;2,5367;0,7245195899;0,0097;0,0295;0,0361;0,0279;0,0224382619;0,0008080068;-0,0012399000;0,0240;0,0198;0,0003433707;0,0025965500;0,0129;0,0023
195403;26,94;1,4700;2,5500;0,8049158183;0,0103;0,0286;0,0351;0,0278;0,0219905388;0,0008579652;-0,0012415000;0,0058;0,0039;0,0003494684;0,0023267380;0,0307;0,0286
195404;28,26;1,4633;2,5733;0,7650393010;0,0097;0,0285;0,0347;0,0273;0,0208624714;0,0008080068;-0,0024876000;0,0104;-0,0034;0,0007444833;0,0025692037;0,0481;0,0469
195405;29,19;1,4567;2,5967;0,7459769764;0,0076;0,0288;0,0347;0,0279;0,0184835544;0,0006331329;0,0037290000;-0,0087;-0,0042;0,0004667465;0,0023611898;0,0428;0,0336
195406;29,21;1,4500;2,6200;0,7324678440;0,0064;0,0290;0,0349;0,0272;0,0182961416;0,0005331912;0,0012399000;0,0163;0,0063;0,0009250849;0,0018383463;0,0024;0,0005
195407;30,88;1,4567;2,6233;0,7021729133;0,0072;0,0289;0,0350;0,0266;0,0176887825;0,0005998201;0,0000000000;0,0134;0,0040;0,0006115318;0,0020422870;0,0587;0,0577
195408;29,83;1,4633;2,6267;0,7275163788;0,0092;0,0287;0,0349;0,0269;0,0175819451;0,0007663729;-0,0012399000;-0,0036;0,0018;0,0011606092;0,0019820372;-0,0259;-0,0348
195409;32,31;1,4700;2,6300;0,6777451035;0,0101;0,0289;0,0347;0,0271;0,0169076788;0,0008413127;-0,0024845000;-0,0010;0,0040;0,0007092828;0,0022077679;0,0826;0,0810
195410;31,68;1,4933;2,6767;0,6937581644;0,0098;0,0287;0,0346;0,0271;0,0175934435;0,0008163334;-0,0024907000;0,0006;0,0040;0,0005122747;0,0029143838;-0,0179;-0,0187
195411;34,24;1,5167;2,7233;0,6316415441;0,0093;0,0289;0,0345;0,0274;0,0142161118;0,0007746998;0,0012461000;-0,0025;0,0025;0,0012083389;0,0033198161;0,0958;0,0827
195412;35,98;1,5400;2,7700;0,6041197854;0,0115;0,0290;0,0345;0,0272;0,0259785788;0,0009578744;-0,0024938000;0,0064;0,0017;0,0008789169;0,0028454745;0,0542;0,0523
195501;36,63;1,5467;2,8333;0,5975588876;0,0122;0,0293;0,0345;0,0286;0,0252941335;0,0010161502;0,0000000000;-0,0241;-0,0097;0,0025183861;0,0027903739;0,0181;0,0176
195502;36,76;1,5533;2,8967;0,5931483235;0,0117;0,0293;0,0347;0,0292;0,0269821191;0,0009745250;0,0000000000;-0,0078;-0,0063;0,0006959062;0,0024695423;0,0135;0,0055
195503;36,58;1,5600;2,9600;0,6077617769;0,0128;0,0302;0,0348;0,0288;0,0269507429;0,0010660982;0,0000000000;0,0087;0,0092;0,0024780668;0,0028220555;-0,0022;-0,0038
195504;37,96;1,5633;3,0467;0,5849876659;0,0159;0,0301;0,0349;0,0290;0,0253997140;0,0013241230;0,0000000000;0,0001;-0,0001;0,0006355875;0,0012310804;0,0398;0,0388
195505;37,91;1,5667;3,1333;0,5860754131;0,0145;0,0304;0,0350;0,0287;0,0243737064;0,0012076039;0,0000000000;0,0073;-0,0018;0,0007088124;0,0014133625;0,0064;-0,0011
195506;41,03;1,5700;3,2200;0,5516416323;0,0141;0,0305;0,0351;0,0293;0,0243907670;0,0011743102;0,0000000000;-0,0076;0,0029;0,0006633296;0,0004541982;0,0814;0,0800
195507;43,52;1,5867;3,2933;0,5345068155;0,0160;0,0306;0,0352;0,0300;0,0238205940;0,0013324452;0,0037383000;-0,0102;-0,0041;0,0021927165;0,0006412637;0,0577;0,0571
195508;43,18;1,6033;3,3667;0,5318467256;0,0190;0,0311;0,0356;0,0301;0,0257423628;0,0015820812;-0,0024907000;0,0004;-0,0038;0,0011424189;0,0005737484;-0,0006;-0,0083
195509;43,67;1,6200;3,4400;0,5336247911;0,0207;0,0313;0,0359;0,0298;0,0247746104;0,0017235139;0,0037337000;0,0073;0,0076;0,0057750459;0,0002063879;0,0113;0,0101
195510;42,34;1,6267;3,5000;0,5474091499;0,0223;0,0310;0,0359;0,0292;0,0242408682;0,0018566088;0,0000000000;0,0144;0,0078;0,0026832117;0,0006324088;-0,0304;-0,0310
195511;45,51;1,6333;3,5600;0,5152505897;0,0224;0,0310;0,0358;0,0295;0,0251894369;0,0018649266;0,0012415000;-0,0045;-0,0030;0,0019781452;0,0003727678;0,0878;0,0751
195512;45,48;1,6400;3,6200;0,5098280098;0,0254;0,0315;0,0362;0,0295;0,0252451043;0,0021144297;-0,0024845000;0,0037;0,0063;0,0004752796;0,0002437992;-0,0003;-0,0017
195601;43,82;1,6700;3,6433;0,5289544122;0,0241;0,0311;0,0360;0,0292;0,0264179213;0,0020063193;-0,0012446000;0,0083;0,0104;0,0011858772;-0,0003975329;-0,0350;-0,0362
195602;45,34;1,7000;3,6667;0,5148351080;0,0232;0,0308;0,0358;0,0293;0,0241839835;0,0019314668;0,0000000000;-0,0002;0,0026;0,0011200982;0,0003637531;0,0414;0,0345
195603;48,48;1,7300;3,6900;0,5310771996;0,0225;0,0310;0,0360;0,0303;0,0266549308;0,0018732444;0,0012446000;-0,0149;-0,0146;0,0010452787;0,0007414979;0,0704;0,0693
195604;48,38;1,7533;3,6600;0,5266217159;0,0260;0,0324;0,0368;0,0311;0,0261662318;0,0021643228;0,0012430000;-0,0113;-0,0115;0,0008190861;0,0004518148;-0,0006;-0,0014
195605;45,20;1,7767;3,6300;0,5685597741;0,0261;0,0328;0,0373;0,0299;0,0291058171;0,0021726381;0,0049566000;0,0225;0,0052;0,0018302504;0,0005048084;-0,0584;-0,0660
195606;46,97;1,8000;3,6000;0,5515645927;0,0249;0,0326;0,0376;0,0299;0,0254605478;0,0020728502;0,0061614000;0,0027;-0,0018;0,0011274486;0,0009399364;0,0389;0,0378
195607;49,39;1,8133;3,5533;0,5249029567;0,0231;0,0328;0,0380;0,0313;0,0246185705;0,0019231496;0,0073440000;-0,0209;-0,0093;0,0005000910;0,0010155226;0,0514;0,0506
195608;47,51;1,8267;3,5067;0,5413911242;0,0260;0,0343;0,0393;0,0325;0,0236477705;0,0021643228;-0,0012203000;-0,0187;-0,0208;0,0012558767;0,0010104698;-0,0328;-0,0400
195609;45,35;1,8400;3,4600;0,5719095213;0,0284;0,0356;0,0407;0,0324;0,0291299064;0,0023638705;0,0012203000;0,0050;0,0012;0,0007655474;0,0013593543;-0,0440;-0,0451
195610;45,58;1,8067;3,4433;0,5664270084;0,0290;0,0359;0,0417;0,0329;0,0291848192;0,0024137512;0,0060790000;-0,0054;-0,0105;0,0015767901;0,0012720931;0,0067;0,0053
195611;45,08;1,7733;3,4267;0,5748974153;0,0299;0,0369;0,0424;0,0333;0,0268388235;0,0024885676;0,0000000000;-0,0057;-0,0126;0,0017526759;0,0015415947;-0,0019;-0,0112
195612;46,67;1,7400;3,4100;0,5441768274;0,0321;0,0375;0,0437;0,0345;0,0259687010;0,0026714286;0,0024213000;-0,0179;-0,0082;0,0009876287;0,0009698413;0,0363;0,0344
195701;44,72;1,7367;3,4067;0,5672426747;0,0311;0,0377;0,0449;0,0328;0,0276438142;0,0025883141;0,0012085000;0,0346;0,0197;0,0009116291;0,0007385817;-0,0403;-0,0416
195702;43,26;1,7333;3,4033;0,5849941888;0,0310;0,0367;0,0447;0,0328;0,0297692465;0,0025800023;0,0036166000;0,0025;0,0093;0,0010313695;0,0008273143;-0,0249;-0,0328
195703;44,11;1,7300;3,4000;0,5998188749;0,0308;0,0366;0,0443;0,0331;0,0262523731;0,0025633784;0,0024038000;-0,0024;0,0050;0,0003849692;0,0010540988;0,0238;0,0207
195704;45,74;1,7300;3,4067;0,5760983898;0,0307;0,0367;0,0444;0,0345;0,0270843187;0,0025550664;0,0035950000;-0,0222;-0,0066;0,0002843562;0,0021421117;0,0464;0,0451
195705;47,43;1,7300;3,4133;0,5640385796;0,0306;0,0374;0,0452;0,0348;0,0285892500;0,0025467543;0,0023895000;-0,0023;-0,0075;0,0004899749;0,0024221896;0,0387;0,0331
195706;47,37;1,7300;3,4200;0,5658765324;0,0329;0,0391;0,0463;0,0361;0,0303509904;0,0027379152;0,0059489000;-0,0180;-0,0322;0,0005022666;0,0021760295;-0,0008;-0,0037
195707;47,91;1,7400;3,4367;0,5600566349;0,0316;0,0399;0,0473;0,0365;0,0321392706;0,0026298722;0,0047337000;-0,0041;-0,0110;0,0005792109;0,0016312095;0,0097;0,0081
195708;45,22;1,7500;3,4533;0,5880045422;0,0337;0,0410;0,0482;0,0367;0,0356352932;0,0028043973;0,0011799000;0,0002;-0,0009;0,0021516107;0,0013495821;-0,0489;-0,0541
195709;42,42;1,7600;3,4700;0,6241507780;0,0353;0,0412;0,0493;0,0364;0,0341100938;0,0029373484;0,0011786000;0,0076;0,0095;0,0015960306;0,0011169848;-0,0579;-0,0607
195710;41,06;1,7700;3,4367;0,6457464176;0,0358;0,0410;0,0499;0,0369;0,0381979790;0,0029788920;0,0000000000;-0,0050;0,0023;0,0046052807;0,0011230130;-0,0386;-0,0403
195711;41,72;1,7800;3,4033;0,6330717763;0,0331;0,0408;0,0509;0,0340;0,0407551637;0,0027545361;0,0035273000;0,0533;0,0311;0,0033037892;0,0008040855;0,0236;0,0163
195712;39,99;1,7900;3,3700;0,6536757786;0,0304;0,0381;0,0503;0,0323;0,0346524958;0,0025301299;0,0000000000;0,0307;0,0685;0,0012624448;0,0006679271;-0,0375;-0,0411
195801;41,70;1,7833;3,2933;0,6328607617;0,0244;0,0360;0,0483;0,0330;0,0298381736;0,0020312689;0,0058514000;-0,0084;0,0099;0,0007500461;0,0002902673;0,0459;0,0447
195802;40,84;1,7767;3,2167;0,6473904346;0,0153;0,0359;0,0466;0,0325;0,0276491498;0,0012741879;0,0011662000;0,0100;-0,0008;0,0007199669;0,0006303059;-0,0140;-0,0202
195803;42,10;1,7700;3,1400;0,6685916376;0,0130;0,0363;0,0468;0,0321;0,0287632813;0,0010827470;0,0069687000;0,0102;-0,0046;0,0005198218;0,0001873211;0,0331;0,0298
195804;43,44;1,7567;3,0700;0,6552450314;0,0113;0,0360;0,0467;0,0311;0,0269395637;0,0009412236;0,0023121000;0,0186;0,0163;0,0007561236;0,0005917814;0,0334;0,0320
195805;44,09;1,7433;3,0000;0,6455586773;0,0091;0,0357;0,0462;0,0313;0,0227636563;0,0007580459;0,0000000000;0,0001;0,0031;0,0004004196;0,0003396730;0,0213;0,0155
195806;45,24;1,7300;2,9300;0,6246601698;0,0083;0,0357;0,0455;0,0324;0,0212550839;0,0006914276;0,0011541000;-0,0160;-0,0038;0,0006424748;0,0007577182;0,0280;0,0249
195807;47,19;1,7300;2,9133;0,5938487843;0,0091;0,0367;0,0453;0,0343;0,0167900989;0,0007580459;0,0011527000;-0,0278;-0,0153;0,0006255062;0,0009481393;0,0440;0,0425
195808;47,75;1,7300;2,8967;0,5872638264;0,0169;0,0385;0,0467;0,0371;0,0148861032;0,0014073426;-0,0011527000;-0,0435;-0,0320;0,0005620270;0,0012465824;0,0179;0,0131
195809;50,06;1,7300;2,8800;0,5613711966;0,0244;0,0409;0,0487;0,0380;0,0138495074;0,0020312689;0,0000000000;-0,0117;-0,0096;0,0005244740;0,0013977792;0,0508;0,0479
195810;51,33;1,7367;2,8833;0,5498692979;0,0263;0,0411;0,0492;0,0374;0,0121031871;0,0021892685;0,0000000000;0,0138;0,0107;0,0008013423;0,0011634523;0,0277;0,0262
195811;52,48;1,7433;2,8867;0,5358231981;0,0267;0,0409;0,0487;0,0368;0,0114116929;0,0022225284;0,0011527000;0,0120;0,0105;0,0015611836;0,0015285202;0,0285;0,0233
195812;55,21;1,7500;2,8900;0,5117793198;0,0277;0,0408;0,0485;0,0382;0,0234882472;0,0023056732;-0,0011527000;-0,0181;-0,0058;0,0007298035;0,0015858124;0,0539;0,0512
195901;55,42;1,7567;2,9633;0,5028958179;0,0282;0,0412;0,0487;0,0408;0,0275663431;0,0023472431;0,0011527000;-0,0080;-0,0028;0,0005744219;0,0017223872;0,0064;0,0055
195902;55,41;1,7633;3,0367;0,4949461475;0,0270;0,0414;0,0489;0,0402;0,0277509791;0,0022474725;-0,0011527000;0,0117;0,0126;0,0008507038;0,0019450270;0,0068;0,0023
195903;55,44;1,7700;3,1100;0,5168602815;0,0280;0,0413;0,0485;0,0403;0,0248326499;0,0023306153;0,0000000000;0,0017;-0,0083;0,0004870530;0,0017683065;0,0032;0,0007
195904;57,59;1,7767;3,2067;0,4985971944;0,0295;0,0423;0,0486;0,0414;0,0242119624;0,0024553166;0,0011527000;-0,0117;-0,0172;0,0004979547;0,0013570631;0,0401;0,0391
195905;58,68;1,7833;3,3033;0,4830767797;0,0284;0,0437;0,0496;0,0417;0,0257211255;0,0023638705;0,0011514000;-0,0005;-0,0114;0,0004257160;0,0019126436;0,0235;0,0189
195906;58,47;1,7900;3,4000;0,4832193909;0,0321;0,0446;0,0504;0,0419;0,0267749305;0,0026714286;0,0045924000;0,0010;0,0044;0,0009016440;0,0019170919;-0,0009;-0,0033
195907;60,51;1,7967;3,4100;0,4608226648;0,0320;0,0447;0,0508;0,0417;0,0269479900;0,0026631174;0,0022883000;0,0060;0,0089;0,0004757615;0,0015859289;0,0343;0,0333
195908;59,60;1,8033;3,4200;0,4680844659;0,0338;0,0443;0,0509;0,0423;0,0279890284;0,0028127073;-0,0011435000;-0,0041;-0,0068;0,0011725616;0,0014395527;-0,0111;-0,0152
195909;56,88;1,8100;3,4300;0,4923378926;0,0404;0,0452;0,0518;0,0429;0,0303266393;0,0033610121;0,0034266000;-0,0057;-0,0088;0,0016654865;0,0013970167;-0,0431;-0,0455
195910;57,52;1,8167;3,4167;0,4809774204;0,0405;0,0457;0,0528;0,0421;0,0308119689;0,0033693175;0,0034149000;0,0150;0,0165;0,0006101260;0,0013316314;0,0125;0,0114
195911;58,28;1,8233;3,4033;0,4717982949;0,0415;0,0456;0,0526;0,0432;0,0294523073;0,0034523671;0,0000000000;-0,0119;0,0135;0,0005000321;0,0015158997;0,0184;0,0130
195912;59,89;1,8300;3,3900;0,4577837965;0,0449;0,0458;0,0528;0,0447;0,0226665715;0,0037346840;0,0000000000;-0,0159;-0,0096;0,0003065530;0,0009753718;0,0296;0,0269
196001;55,61;1,8667;3,3900;0,4995021040;0,0435;0,0461;0,0534;0,0441;0,0219200102;0,0036184455;-0,0011370000;0,0112;0,0107;0,0009205676;0,0008885522;-0,0700;-0,0709
